order_id,customer_id,customer_name,customer_email,customer_phone,product_id,product_name,product_category,product_price,quantity,order_date,shipping_address,shipping_city,shipping_state,shipping_zip,total_price,payment_status,order_status,discount,sales_tax,promo_code
528,528,Alexa Rowe,stephen38@example.com,+1-641-344-9272x0019,1,Laptop,Electronics,799.99,5,2025-09-21,"25845 Mann Plaza
East Stephanieport, ND 39607",North Sabrinabury,California,31086,2951.945288136282,Paid,Shipped,0.2620044530215921,289.3520583556089,
529,529,Taylor Lewis,xferguson@example.net,001-984-422-6600,2,Smartphone,Electronics,499.99,2,2025-06-13,"582 Morales Lock Apt. 661
Jennaside, IL 37437",Lake Stephenmouth,Maine,55071,786.672283137612,Pending,Cancelled,0.21331198310205,51.531846399405886,
530,530,Jennifer Williams,madkins@example.com,001-312-586-2348x56865,1,Laptop,Electronics,799.99,3,2025-04-11,"USS Dunn
FPO AE 24667",Lindseyview,Idaho,92935,2367.393011867261,Paid,Shipped,0.013573914729242142,132.47067850492027,
531,531,Deanna Craig DVM,hannaholiver@example.net,+1-535-772-0586x35892,4,Headphones,Electronics,59.99,2,2025-05-06,"94200 Thomas Dam
Johnsonfurt, ID 02741",New Melanie,Wisconsin,24325,119.37399452281538,Failed,Pending,0.005050887457781472,11.23604320946927,
532,532,Nancy Wright,nancybell@example.org,522.284.8009,1,Laptop,Electronics,799.99,2,2025-07-02,"35318 Karen Ranch Apt. 047
Port Johnathanhaven, MS 58809",Heatherfort,Montana,14938,1123.6631799730753,Paid,Pending,0.2977017337885003,87.27251262905482,
533,533,David Ford,inelson@example.net,001-294-312-9593x2416,4,Headphones,Electronics,59.99,3,2025-05-29,"220 Hubbard Station
New Samanthachester, NJ 35212",Maldonadoside,Missouri,40126,138.14383717008107,Pending,Cancelled,0.23240630566160425,13.339307695840764,
534,534,Jennifer Torres,harrisonamanda@example.com,+1-412-736-4497x7302,1,Laptop,Electronics,799.99,4,2025-08-02,"1391 Sharp Turnpike Suite 438
West Anthonytown, MP 44143",Lake Veronicabury,Minnesota,31845,2296.164438580126,Paid,Pending,0.28243964343925365,126.02137109713075,
535,535,Tanner Brooks,anthony25@example.net,001-820-238-0546x536,4,Headphones,Electronics,59.99,5,2025-06-20,"552 Nguyen View Apt. 229
Jenniferfort, DC 77334",North Joyceburgh,Idaho,44232,262.6829374672179,Pending,Cancelled,0.12424424915079872,15.544659179425107,
536,536,Dennis Sims,ernestmayo@example.org,819.571.9169,1,Laptop,Electronics,799.99,2,2025-07-20,"PSC 2147, Box 0499
APO AP 81853",Port Maxwell,Rhode Island,25546,1283.0020753537244,Failed,Shipped,0.19811367932491383,109.16898592986236,
537,537,Michael Bowman,ypaul@example.org,(376)570-0577x538,4,Headphones,Electronics,59.99,5,2025-10-19,"PSC 4829, Box 0879
APO AP 22516",Brennanburgh,Arizona,46674,267.31875312360603,Pending,Pending,0.10878895441371556,18.354549310883367,decade
538,538,Kevin Boyle,davidlee@example.org,703.208.7268,1,Laptop,Electronics,799.99,4,2025-08-24,"048 Ashley Stream
South Elizabethberg, MP 54490",South Sophia,Montana,02570,3150.5720675194016,Pending,Shipped,0.015433921824209784,167.6573977615063,
539,539,Kevin Acevedo,ebell@example.org,(518)542-5838,1,Laptop,Electronics,799.99,3,2025-05-22,"089 Tapia Square
Johnbury, HI 97843",Jillbury,Arkansas,91182,2244.426338928079,Pending,Pending,0.06481066891332858,197.49392991110017,see
540,540,Sean Jones,uturner@example.org,636-528-4896,2,Smartphone,Electronics,499.99,5,2025-08-13,"414 Joshua Pines Apt. 941
South Aarontown, AS 34339",Morrisburgh,Rhode Island,67869,2193.5394649990444,Pending,Pending,0.12256666533368876,199.5121414126816,
541,541,Thomas Barber,pamelaglenn@example.com,834-575-5482x654,2,Smartphone,Electronics,499.99,4,2025-08-27,"USS Moody
FPO AA 41768",New Paul,Michigan,16902,1718.9656670488382,Failed,Cancelled,0.1404999764751104,109.54559485399831,week
542,542,Steven Anderson,knightmichael@example.org,001-624-276-1895x954,4,Headphones,Electronics,59.99,4,2025-07-18,"40880 Turner Knolls Apt. 445
Brownberg, LA 83866",Powellville,Mississippi,35601,198.33313847737622,Paid,Shipped,0.17347416870571677,12.794205983567146,
543,543,Stephanie English,bakerdaniel@example.org,+1-857-734-9685x0440,3,T-shirt,Apparel,19.99,5,2025-05-09,"2819 Phillips Springs
Kimberlybury, MT 50622",Dianaville,Arizona,46036,87.20055932346334,Failed,Shipped,0.1275581858582957,5.868517680138955,different
544,544,Kimberly Hanson MD,kendrawilson@example.com,+1-689-921-0094x91241,3,T-shirt,Apparel,19.99,4,2025-03-16,"445 Matthews Square Apt. 065
New Dakotabury, TX 10584",Stewarthaven,Alaska,30966,67.09495416950598,Paid,Pending,0.1608935196409956,3.5875441397053662,
545,545,Greg Cisneros,erictorres@example.net,232.573.8904x659,4,Headphones,Electronics,59.99,5,2025-03-12,"3315 Angela Trail
Angiehaven, MD 91000",West Walter,Nevada,22910,257.1847785619045,Paid,Shipped,0.14257450054374224,25.36867323602496,
546,546,Diane Morrison,fowleramanda@example.org,868.508.4665x5766,4,Headphones,Electronics,59.99,1,2025-06-09,"PSC 1682, Box 5318
APO AE 17629",Petersenview,Maine,17522,42.748544316344145,Paid,Pending,0.28740549564353823,3.121737583084087,
547,547,Danielle Lawrence,davismatthew@example.net,879.908.8077x58882,1,Laptop,Electronics,799.99,4,2025-02-18,"2986 Craig Manors
Stevensfurt, MN 20249",Port Samuel,Michigan,12959,3183.894546188823,Failed,Shipped,0.005020517072456298,317.8341427111136,
548,548,Karen Snyder,ramirezjessica@example.com,(469)298-1884,2,Smartphone,Electronics,499.99,5,2025-03-06,"626 Smith Club Suite 848
Chanhaven, SD 27774",Port Kara,Maine,96823,2171.327469977888,Paid,Cancelled,0.13145164104166562,211.7633465675855,
549,549,Justin Smith,john45@example.com,8514534965,4,Headphones,Electronics,59.99,4,2025-03-12,"PSC 8758, Box 0095
APO AP 07071",Josephview,New Mexico,73943,191.50415373814687,Paid,Shipped,0.2019330149268759,18.27991061938665,upon
550,550,Jill Stone,ldavenport@example.com,001-259-491-4027x1495,2,Smartphone,Electronics,499.99,4,2025-09-07,"948 Jeffrey Turnpike
Heatherfurt, HI 06530",Houstonstad,Arizona,61635,1468.9471923411982,Pending,Pending,0.26551171406368224,86.71150589454211,many
551,551,Heather Wright,cfisher@example.net,975-305-6482,4,Headphones,Electronics,59.99,3,2025-06-30,"99585 Michael Gardens
South Victoriaburgh, ME 85031",Williamfurt,Hawaii,98770,158.64397775079226,Failed,Pending,0.11849765099298626,10.308840669796368,
552,552,Jamie Jordan,twilliams@example.com,001-490-597-7524,3,T-shirt,Apparel,19.99,3,2025-08-13,"94648 Perkins Prairie Apt. 815
South Justinburgh, MH 40247",North Connie,Ohio,02066,47.79958710805852,Paid,Cancelled,0.20294168570854565,2.597990836227675,power
553,553,Joseph Alvarado,kjordan@example.net,(789)760-3023x46855,3,T-shirt,Apparel,19.99,4,2025-06-22,"844 Brewer Drive Apt. 948
Lake David, SC 41670",East Carlos,Nebraska,04298,69.15077206359712,Pending,Cancelled,0.13518294067537376,6.66719091152801,
554,554,Megan Woods,orush@example.com,944-358-6609,2,Smartphone,Electronics,499.99,5,2025-01-20,"245 Michelle Tunnel Apt. 089
Sydneystad, UT 16056",Christensenburgh,Connecticut,69416,2075.390567802051,Pending,Shipped,0.169827169422568,142.57116250504797,
555,555,Michael Scott,anthonymyers@example.org,292-800-6310x703,3,T-shirt,Apparel,19.99,4,2025-09-16,"381 Jennifer Mountain
Port Angela, SC 28969",Sonyachester,North Carolina,53582,75.41153213180571,Failed,Shipped,0.05688429049767737,6.529416675488944,
556,556,Joshua Hill,jonesjohn@example.org,001-711-695-7432x57325,4,Headphones,Electronics,59.99,5,2025-08-01,"125 Romero Parkways Apt. 290
Brandonstad, FM 47356",Sallyton,South Dakota,73147,242.38792840619956,Failed,Pending,0.19190555623870786,16.815615493326533,
557,557,Antonio Kennedy,robert42@example.net,939-500-0272x675,3,T-shirt,Apparel,19.99,5,2025-08-11,"3867 Moore Mountain Apt. 809
Sandersbury, MN 68807",South Johnburgh,Colorado,16113,81.90778447351002,Paid,Shipped,0.18051241147063501,8.051764010689647,research
558,558,Kevin Aguilar,dakotareeves@example.net,(496)280-2785x16331,1,Laptop,Electronics,799.99,4,2025-10-05,"12242 Crystal Pike
Port Rebecca, SC 50562",Lake Suehaven,Alaska,50727,2645.797652468727,Failed,Cancelled,0.17317789832725197,171.03200895449783,my
559,559,Brenda Cunningham,hendersontamara@example.org,(976)303-5802x93431,4,Headphones,Electronics,59.99,1,2025-05-05,"873 Jacob Stravenue Suite 868
Swansonton, HI 15970",North Jerry,Nebraska,95784,59.187437980620096,Pending,Cancelled,0.013378263366892806,4.025233582559593,
560,560,Melanie Bennett,kimberlygamble@example.org,443-295-3452,2,Smartphone,Electronics,499.99,4,2025-07-21,"PSC 7351, Box 3418
APO AE 51640",Kellieborough,California,27711,1878.658031191298,Pending,Shipped,0.0606521974483,137.61785233801083,
561,561,Dominique Myers,charlescarney@example.com,001-587-689-8140x0183,4,Headphones,Electronics,59.99,5,2025-02-09,"718 White Spur
East Frank, RI 65104",Allisonhaven,Oregon,27512,235.0971412486328,Paid,Shipped,0.21621223120975902,17.747897164045124,teacher
562,562,Nathan Mcbride,galvarado@example.net,744.746.5887x281,2,Smartphone,Electronics,499.99,2,2025-10-03,"62281 Anna Shoal
Lake Jake, MS 38707",Jenkinsland,Iowa,74889,777.3116898272782,Pending,Shipped,0.22267276362799437,49.43827676154143,start
563,563,Dr. Robert Holloway,jordan22@example.net,408-622-7348x19559,4,Headphones,Electronics,59.99,4,2025-04-04,"0471 Velasquez Court
Port Mark, UT 61198",North Brandon,West Virginia,92954,204.163330415961,Paid,Cancelled,0.14917765287564175,17.87260990209979,
564,564,Cynthia Moody,brandi01@example.net,001-208-594-0397x3767,4,Headphones,Electronics,59.99,4,2025-02-19,"640 Brown Course
Morrismouth, NV 08906",New Michaelburgh,Tennessee,46174,200.28985995851082,Pending,Pending,0.16531980347345052,11.340919069150196,partner
565,565,Stanley Conley,bjackson@example.net,+1-414-819-5591x340,4,Headphones,Electronics,59.99,3,2025-09-16,"85252 Laura Inlet
Duncanborough, MI 30928",Guzmanborough,Georgia,50986,166.2115477341333,Pending,Cancelled,0.0764485873527071,14.067432762824062,
566,566,Jane Thompson,lbutler@example.net,210-633-0617,1,Laptop,Electronics,799.99,5,2025-09-25,"49901 Everett Via
Haleyberg, PR 63831",Port Joeshire,Utah,32713,3098.0207481150987,Paid,Cancelled,0.22548513153536937,192.55650834098614,feeling
567,567,Amy Steele,lsheppard@example.net,(528)527-7229,2,Smartphone,Electronics,499.99,2,2025-07-12,"645 Smith Row Apt. 090
Weberborough, WI 25346",North Candaceburgh,New Hampshire,28096,739.0879310443507,Pending,Pending,0.26089728690138725,49.431974495107475,president
568,568,Michael Walls,kevincollins@example.com,(546)228-9769,4,Headphones,Electronics,59.99,2,2025-02-10,"3671 Mark Mountains Apt. 958
East Michelleside, PW 13014",New Williamfort,Arkansas,73026,113.7894895655137,Pending,Cancelled,0.051596186318438896,7.421427141160252,
569,569,Rose Lloyd,ifields@example.org,820-815-4136x60157,3,T-shirt,Apparel,19.99,2,2025-07-28,"2032 Melissa Overpass
South Jacksonton, AR 73215",Lindaview,Delaware,58781,38.647496478597,Failed,Pending,0.033329252661405746,3.8562259277219533,
570,570,Thomas Davis,suzanne42@example.net,984.704.6312x699,1,Laptop,Electronics,799.99,5,2025-06-04,"USNS Rowland
FPO AP 04591",Port Amyside,California,57810,3519.260004763345,Pending,Cancelled,0.12017400098417595,301.8197165503549,reality
571,571,Robert Wallace,stevehenson@example.com,001-402-949-9368,2,Smartphone,Electronics,499.99,4,2025-05-27,"2250 Stephen Hill Suite 502
Vickietown, CA 59297",West Andrewville,Maine,03472,1965.9277241949299,Paid,Pending,0.017016478232099685,140.1385902051509,alone
572,572,Jason Medina,lrusso@example.com,(656)849-4486,3,T-shirt,Apparel,19.99,5,2025-07-07,"69975 Amanda Park Suite 249
Briggsfort, NE 69973",Port Richardborough,Georgia,65212,87.07153112024761,Paid,Pending,0.12884911335420088,4.398552793956663,degree
573,573,Mrs. Anna Jones,mark59@example.org,775.906.9535x16140,3,T-shirt,Apparel,19.99,2,2025-04-10,"4022 Johnston Forges
Leestad, PW 58359",North Lindsayview,North Carolina,12675,33.267849290740635,Failed,Shipped,0.1678877115872776,2.511771736818699,
574,574,Lynn Taylor,davisdavid@example.com,595.683.7731,4,Headphones,Electronics,59.99,2,2025-10-15,"99371 Weiss Mountains Apt. 964
Williamsport, WI 24992",East Matthewville,Connecticut,72553,99.06098241336807,Paid,Cancelled,0.17435420558953105,7.458388328794952,
575,575,Danielle Castillo,yorkrobert@example.org,889-909-1979x569,3,T-shirt,Apparel,19.99,4,2025-03-20,"7503 Pollard Plains
Lake Javierside, MD 18716",Crossside,New York,89980,61.65135381875399,Paid,Pending,0.2289725635473488,4.965046574327635,
576,576,Carol Garrison,katherine59@example.org,001-806-666-2838x931,1,Laptop,Electronics,799.99,3,2025-02-08,"94649 Ashley Cape Apt. 233
Greerhaven, AL 13304",North Nicholas,Kansas,19842,1854.8411339770598,Failed,Shipped,0.22713986675789305,97.41910985729517,
577,577,Victoria Brown,reginald44@example.org,+1-826-702-2975x9431,3,T-shirt,Apparel,19.99,5,2025-06-27,"7012 Julie Tunnel Suite 435
North Richard, WA 50510",East Deborahstad,Vermont,85956,71.63873450564442,Failed,Shipped,0.2832542820845981,4.006083768726169,
578,578,Alyssa Berg,shanemorrow@example.com,+1-647-210-2361x06203,4,Headphones,Electronics,59.99,4,2025-03-21,"606 Adam Groves
Port Laura, KS 33388",North Carrie,Washington,87114,195.9605719988105,Paid,Shipped,0.18336151025666575,16.27176810059175,
579,579,Jessica Fuentes,russodanielle@example.net,785.615.4112x847,1,Laptop,Electronics,799.99,3,2025-02-09,"445 Lori Wells Apt. 016
South Crystal, AK 71027",Lynnland,Minnesota,69134,2234.2660675433026,Pending,Cancelled,0.06904416824239366,115.11059370341897,
580,580,Patricia Davidson,rconley@example.org,(741)375-4662,3,T-shirt,Apparel,19.99,3,2025-03-25,"660 Michele Meadow Apt. 446
Port Timothyview, VA 31591",East Jasminemouth,Missouri,68889,50.753118941027886,Pending,Cancelled,0.15369153008124242,3.0883735343265526,
581,581,Marcia Austin,iwebb@example.org,829.547.3428x54107,2,Smartphone,Electronics,499.99,3,2025-08-26,"10983 Lauren Lock Suite 363
West Micheleshire, VI 45463",West Nathanchester,Mississippi,46481,1083.7344679137082,Failed,Shipped,0.2774959046422873,70.31861033458027,
582,582,Chloe Ward,vaughnmargaret@example.com,792.573.4543x395,2,Smartphone,Electronics,499.99,4,2025-03-26,"525 Miller Unions Apt. 219
West Timothy, MO 37652",New Raymondview,Kentucky,92259,1917.2779073918332,Paid,Pending,0.04134187314154621,181.23644601853155,
583,583,Joshua Waters,hollowaydavid@example.org,(571)441-2261x8273,4,Headphones,Electronics,59.99,2,2025-04-02,"8487 Juarez Summit
Russofurt, DC 22261",North Clayton,Oregon,87120,111.22981262830277,Pending,Cancelled,0.07293038316133718,7.738987016602731,
584,584,Gilbert Hernandez,dalethompson@example.com,816-601-3670x24958,3,T-shirt,Apparel,19.99,3,2025-03-05,"6786 Gina Glens
Hayeshaven, PW 50915",Williamview,Arkansas,69276,59.36591826781136,Failed,Pending,0.010073065402511948,4.150983995288607,
585,585,Ryan Phelps,jason85@example.net,791-903-1716,3,T-shirt,Apparel,19.99,4,2025-01-23,"10098 George Gardens
South Monicaside, WY 41367",North Barbaraview,Kansas,08585,69.3104644180924,Pending,Cancelled,0.13318578766767883,6.36813506942821,laugh
586,586,Heidi Munoz,wgood@example.net,456.578.2515x90966,1,Laptop,Electronics,799.99,5,2025-10-19,"0442 Obrien Meadows
North Sharon, VA 55488",Wrighthaven,Indiana,20168,2834.1955778774964,Pending,Shipped,0.29144224855873285,183.73512618551575,
587,587,Peter Johnson,drivera@example.org,855-288-3372x92167,1,Laptop,Electronics,799.99,5,2025-05-05,"63410 Shaffer View
Christophermouth, CA 16136",East Jessica,South Dakota,78665,3723.1868700251284,Pending,Pending,0.06919164738931027,222.7425322823829,
588,588,Curtis Banks,olsenmichael@example.org,394-399-2945x80732,1,Laptop,Electronics,799.99,2,2025-04-08,"5759 Samuel Overpass
Michaelview, MH 39323",Grahambury,New Mexico,80402,1126.7020091050733,Pending,Shipped,0.29580244183985216,81.49268415402301,
589,589,Brian Barker,kimberlyfranco@example.org,955-325-3900,3,T-shirt,Apparel,19.99,3,2025-03-06,"1278 Fisher Rapids
East Haroldfurt, OK 89054",Lake Nathanshire,Washington,43178,49.653307182547934,Failed,Shipped,0.17203089573873712,3.1189063297872686,inside
590,590,Megan Levine,danielle12@example.com,804-418-2339,1,Laptop,Electronics,799.99,2,2025-01-15,"71986 Rogers Cape Apt. 518
Danielsborough, GU 77068",Smithstad,North Dakota,31621,1366.4288445883442,Failed,Shipped,0.14597129677349446,70.81934235402142,today
591,591,Donna Ball,kbowers@example.net,(373)531-4092x36338,1,Laptop,Electronics,799.99,4,2025-05-25,"342 Pena Neck Suite 726
Andreachester, KY 34283",Lake Dylanport,Wisconsin,83166,2674.0291781902533,Failed,Pending,0.16435543625849908,199.59191173498692,
592,592,Thomas Rodgers,morrisonmelody@example.net,313-903-4872,3,T-shirt,Apparel,19.99,3,2025-03-28,"55271 Thomas Drive
East Eddie, SD 48879",Thomasborough,Missouri,48648,45.90716563370271,Pending,Pending,0.23449782168246275,2.966716555513772,
593,593,Justin Rojas,tyler85@example.org,001-997-200-1093,3,T-shirt,Apparel,19.99,3,2025-04-01,"4325 Howard Islands Suite 232
South Cynthiaview, NC 12731",Port Michael,New Mexico,30632,43.73042293691952,Paid,Cancelled,0.27079501522562094,2.825038840947286,
594,594,Robert Chase,rramsey@example.org,498.607.6338x7517,2,Smartphone,Electronics,499.99,2,2025-05-11,"5461 Snyder Fall Apt. 639
New Lisa, WA 02448",Kathleenburgh,Tennessee,77115,989.7360951590814,Paid,Shipped,0.010244109723113059,67.9024712514047,
595,595,Robert Wilson,qallison@example.com,(792)504-6973,1,Laptop,Electronics,799.99,2,2025-10-03,"306 Jeanne Crescent Apt. 958
Brianside, MA 77924",Williamsborough,Alaska,92937,1492.5447177831675,Pending,Shipped,0.06714789073415445,132.46386017084586,
596,596,James Davis,sclark@example.com,+1-594-791-2185,1,Laptop,Electronics,799.99,4,2025-04-11,"USNV Hall
FPO AA 25052",Traceymouth,Wyoming,82827,2855.2358371681257,Pending,Pending,0.10772764748055415,220.93790644574423,
597,597,Thomas Perez,lisa47@example.com,914.478.1339,1,Laptop,Electronics,799.99,5,2025-07-05,"63599 Waller Mount
Dylanland, AK 31967",East Joshuastad,South Carolina,77512,2833.450844803526,Failed,Shipped,0.2916284341545454,281.46191088316715,
598,598,Gloria Larson,gardnerdeborah@example.org,6896180260,3,T-shirt,Apparel,19.99,4,2025-09-28,"Unit 8513 Box 1109
DPO AE 80621",New Chad,Indiana,70786,59.59287904862532,Pending,Pending,0.25471637007722203,4.483481328762623,
599,599,Angela Nunez,jimmyherrera@example.com,001-690-966-8586,3,T-shirt,Apparel,19.99,1,2025-03-08,"566 Calhoun Ridge
Leeview, WA 46525",Lake James,North Dakota,64243,15.317968038039355,Failed,Pending,0.23371845732669547,1.5160097368682157,
600,600,David Schultz,rubiokari@example.org,940-787-9085x71988,2,Smartphone,Electronics,499.99,5,2025-06-11,"937 Lawson Tunnel
Laceyhaven, OK 82402",Port Ashley,Florida,28786,2424.861689531917,Failed,Shipped,0.03003592490573129,219.33918571153447,song
601,601,Daniel Martinez,katherinerobinson@example.com,(753)386-9866,4,Headphones,Electronics,59.99,4,2025-07-09,"6156 Bonnie Path
South Alexandraview, GU 89719",Port Maryton,Colorado,77724,202.89596356564329,Pending,Pending,0.15445922834787756,20.226173389512294,
602,602,Benjamin Bridges,lkhan@example.com,9974849864,2,Smartphone,Electronics,499.99,5,2025-02-15,"USNS Mejia
FPO AP 33652",West David,Connecticut,63999,2133.488553082394,Failed,Cancelled,0.14658751051725263,147.00852403950012,
603,603,Nancy Fischer,kingdaniel@example.org,735.465.5835x57836,2,Smartphone,Electronics,499.99,1,2025-09-19,"463 Smith Islands Suite 974
Kimberlytown, MN 37627",Smithside,Mississippi,50127,407.0738637645746,Failed,Pending,0.18583598919063474,20.750779297909112,right
604,604,Lisa Alvarado,williamsdavid@example.org,+1-421-667-6532x49345,3,T-shirt,Apparel,19.99,3,2025-09-24,"USS Ward
FPO AE 74768",South Michael,Ohio,47658,53.06198569098146,Paid,Shipped,0.11519116740067606,3.620987146673703,environment
605,605,Angela George,cheyennepatel@example.com,(241)248-6186x722,3,T-shirt,Apparel,19.99,5,2025-07-11,"8269 Roberts Prairie
East Sheila, GU 50123",Lake Darleneberg,Nebraska,63114,99.3458254678949,Paid,Pending,0.006044767704903342,8.801165371349935,head
606,606,Tiffany Chase,brianharris@example.net,(909)956-4665x773,3,T-shirt,Apparel,19.99,3,2025-07-11,"901 Gomez Hills
Port Cynthiamouth, GA 12460",North Lisamouth,Colorado,69615,44.55465221469546,Pending,Pending,0.2570509885827004,3.611590474501046,
607,607,Kyle Adams,jamessmith@example.com,001-666-345-6882x04161,2,Smartphone,Electronics,499.99,3,2025-09-11,"PSC 7069, Box 3844
APO AE 83442",West Aliceland,New Mexico,62768,1412.622539170028,Failed,Pending,0.05823280520941893,73.69742781332225,
608,608,Timothy Herrera,katherine40@example.com,(224)618-5480,2,Smartphone,Electronics,499.99,2,2025-09-01,"28618 Marquez Lodge Apt. 712
Summerfurt, ME 13191",Nicoleport,Kansas,17746,788.457970981626,Paid,Pending,0.21152625954356488,70.76654392101348,few
609,609,Michael Lewis,hayeskimberly@example.org,+1-567-537-1811x74914,3,T-shirt,Apparel,19.99,4,2025-06-10,"3697 Nicholas Village
Lake Williamshire, IL 28468",Port Debra,Illinois,06859,72.21617947957441,Failed,Shipped,0.09684617959511731,5.214085028568877,
610,610,Hannah Johnson,martinezdarryl@example.com,+1-248-704-4676,1,Laptop,Electronics,799.99,2,2025-07-20,"16013 Molly Lodge Suite 230
Cervantesmouth, NE 85285",Sarahside,Vermont,58447,1509.5907960247648,Pending,Shipped,0.05649395865900514,108.7363580604077,
611,611,Peggy Morales,iwiggins@example.org,777.661.8591x357,4,Headphones,Electronics,59.99,3,2025-04-23,"783 Mcknight Keys Apt. 964
Pachecofurt, MP 26003",Moorefort,Florida,85925,159.9778012690746,Pending,Cancelled,0.1110862851082146,13.548235477349719,
612,612,Shannon Cruz,emilyosborn@example.net,5256069283,2,Smartphone,Electronics,499.99,2,2025-08-10,"620 Jennifer Mission Suite 373
East Joel, PR 66708",Kirbyview,Wyoming,06595,750.7259293947412,Paid,Cancelled,0.24925905578637458,57.01403033417939,
613,613,Joshua Buchanan,mooreronald@example.net,+1-598-415-6217,3,T-shirt,Apparel,19.99,2,2025-05-29,"1535 Barton Lights Suite 415
Newmanberg, MP 40153",Smithborough,Kentucky,07247,29.88638003491276,Paid,Shipped,0.25246673249342766,1.6747891251214047,
614,614,Molly Watson,mmoore@example.org,9176591867,4,Headphones,Electronics,59.99,3,2025-04-06,"50872 Chad Land
Port Peter, NM 90180",Kimberlyshire,Oregon,59039,135.33327166387784,Failed,Pending,0.2480231612831148,7.449710896916352,
615,615,Mr. Jason Cook PhD,herbert60@example.net,343-228-4768x0944,3,T-shirt,Apparel,19.99,1,2025-05-15,"42950 Malone Village
New Christopher, MA 62354",Riceside,Hawaii,66110,17.85467403752068,Paid,Pending,0.10681970797795477,0.9557711200542063,
616,616,Kenneth Gonzalez,lucasquinn@example.net,451.433.7284,3,T-shirt,Apparel,19.99,1,2025-09-11,"021 Williams Ferry
New Jeffreytown, TX 86308",East Christinechester,North Carolina,45462,15.236840775587185,Pending,Pending,0.23777684964546345,1.1619330927550036,sense
617,617,Holly Burke,tina70@example.org,686.866.9064,3,T-shirt,Apparel,19.99,2,2025-04-13,"68739 Tran Drive Suite 498
Keithburgh, LA 74325",Jessicahaven,New Mexico,04038,35.62680969617406,Pending,Shipped,0.10888419969549626,2.087696593123987,
618,618,Wayne Ward,brenda92@example.net,(848)235-3835x9316,3,T-shirt,Apparel,19.99,3,2025-01-23,"98047 Donovan Vista
New Michelle, IL 36332",Fergusonshire,Wisconsin,47163,59.75818659144583,Failed,Cancelled,0.003531989470638108,5.345259208209453,
619,619,Cameron Merritt,emarquez@example.org,2943891081,3,T-shirt,Apparel,19.99,3,2025-01-23,"84171 Peter Freeway Suite 651
Jessicaborough, CO 60113",East Codystad,Maine,51950,42.5583345624302,Failed,Pending,0.29033959375637486,3.54519639508776,tell
620,620,Michael Walsh,michelebooth@example.net,+1-924-349-5091x527,2,Smartphone,Electronics,499.99,1,2025-10-19,"PSC 2798, Box 9483
APO AE 65092",Alexanderhaven,Missouri,02153,446.4798663609934,Paid,Cancelled,0.10702240772616771,33.97466405483276,
621,621,Bradley Anderson,seanvance@example.net,755-716-1600,2,Smartphone,Electronics,499.99,1,2025-02-20,"19429 Jones Mills Apt. 298
Danieltown, ID 22907",West Heatherside,South Carolina,34869,365.8453654478368,Paid,Pending,0.2682946349970264,26.92569523310648,
622,622,Jennifer Alvarado,shannon08@example.com,614-834-3577x82525,4,Headphones,Electronics,59.99,1,2025-03-25,"3588 Patty Extension Suite 323
Whitakerchester, MN 23400",New David,Colorado,23258,50.71081596570829,Pending,Shipped,0.15467884704603618,4.9487958377295245,service
623,623,Jennifer Ellis,guzmandaniel@example.org,579.547.1789x661,1,Laptop,Electronics,799.99,3,2025-04-29,"7142 Johnson Orchard Suite 464
West Brianborough, SC 29977",Robinmouth,Wyoming,02641,2088.2387021398586,Pending,Cancelled,0.12988966439586389,118.88782306101655,
624,624,Isaac Jones,frank35@example.net,001-584-812-4393x499,4,Headphones,Electronics,59.99,4,2025-05-16,"255 Gibson Turnpike Suite 920
South Nathanbury, LA 92980",North Jonathanshire,North Carolina,34122,211.67116150928027,Failed,Shipped,0.1178898086794456,11.885552558863504,
625,625,Elizabeth Campbell,thomasrodney@example.com,530-297-3253x640,4,Headphones,Electronics,59.99,1,2025-06-13,"819 Kelly Court
Danachester, IN 60883",Whiteport,Massachusetts,20351,55.58627480562181,Failed,Pending,0.07340765451538914,5.17676559459585,
626,626,Andre Perez,davidmedina@example.net,+1-700-584-5446x18948,1,Laptop,Electronics,799.99,5,2025-01-14,"Unit 6564 Box 4720
DPO AE 74264",West Benjaminland,Virginia,40891,3345.3508651370607,Pending,Shipped,0.16365182936360181,225.61604285965078,
627,627,Ryan Lewis,rachaelking@example.org,+1-757-834-1324x850,1,Laptop,Electronics,799.99,5,2025-08-25,"481 Jennings Lodge
Cliffordfurt, IN 94001",South Bradley,Alabama,80256,3203.494443170199,Paid,Pending,0.19911637816217728,299.4565263769145,
628,628,Jane Jennings,nathaniel91@example.org,(553)872-0032x4226,4,Headphones,Electronics,59.99,3,2025-05-08,"024 Barton Alley Suite 331
East Rebecca, AZ 33849",Holmeston,Indiana,01132,160.19347279686602,Failed,Pending,0.10988791022467054,14.137214482199685,
629,629,Darren Hernandez,brownpatricia@example.org,(278)252-4467x16493,1,Laptop,Electronics,799.99,2,2025-07-04,"08067 Brian Groves Apt. 591
New Shannonchester, TX 21282",South Taylor,Delaware,56800,1128.0391263570098,Pending,Shipped,0.2949667331110328,112.26377945944093,
630,630,Michelle Thompson,yoderdavid@example.net,6272862065,1,Laptop,Electronics,799.99,2,2025-09-14,"6171 Perez Skyway Apt. 492
South Kathymouth, SC 57821",Hansentown,Massachusetts,12802,1136.734683535314,Paid,Shipped,0.2895319419397031,58.842347080848164,
